no_grocery_stores_2009,no_convenience_stores_2009,fast_food_no_2009,snap_benefits_2010_dollars_per_capita,adult_obesity_2008_percentage,median_income_2015,SNAP_stores_2012,WIC_stores_2008,Full_service_rest_2009,diabetes_percentage_2008,soda_sales_tax_2014,FOODINSEC_10_12,Rec_facilities_count_2009,Low_access_to_store_count_2010,Low_access_to_store_no_car_count_2010,Fast_food_expenditure_per_capita,SNAP_redemption_2012_dollars_per_store,LACCESS_HISP15,LACCESS_CHILD10,REDEMP_SNAPS16,LACCESS_WHITE15,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_SENIORS_10_15,PCH_LACCESS_POP_10_15,PCH_LACCESS_LOWI_10_15
213,287,563,30,28,47,911,156,486,9,7,16,50,113632,3603,761,413425,38599,35399,400299,45655,113632,85484,-22,-24.77064241,-23.66228732
5,16,15,15,29,44,24,7,17,8,7,16,3,3631,274,761,168227,609,984,138152,1882,3631,2538,-19,-30.10467508,-33.16256459
43,54,85,14,25,41,119,27,135,9,7,16,14,21978,916,761,238250,1896,4401,261117,17739,21978,21099,-6,-4.001570249,-4.772818707
41,60,83,25,27,40,100,32,93,7,7,16,8,28181,912,761,584315,20962,6139,564594,18909,28181,30616,10,8.640535542,14.3875118
4,15,14,12,23,52,16,4,26,8,7,16,4,7629,175,761,198404,1104,1499,202227,5802,7629,7628,0,-0.017226039,13.12185703
187,249,524,21,29,51,673,170,381,7,7,16,43,128065,2713,761,360801,46628,35825,362925,80935,128065,122097,0,-4.660261366,-0.5277911
30,43,78,18,29,46,117,20,49,6,7,16,10,32733,460,761,348214,10572,7156,320339,15227,32733,29477,-14,-9.947412906,-13.75398579
24,25,29,19,26,38,53,12,38,9,7,16,3,11383,736,761,330618,2282,2395,306498,9366,11383,12117,7,6.454367957,14.33273736
10,15,12,12,28,55,24,5,17,7,7,16,6,16856,179,761,188782,3965,1799,186693,10539,16856,17122,3,1.579247664,-75.44451817
2027,1755,7118,14,21,59,6467,1230,7025,8,7,16,738,613459,7282,761,303609,217460,149647,290198,371844,613459,622625,3,1.494213384,16.08793015
36,43,65,21,29,47,138,25,54,8,7,16,10,29906,745,761,289513,18311,8352,280639,19029,29906,31477,0,5.253996705,24.52174034
64,45,164,5,16,100,100,18,289,6,7,16,61,41396,522,761,153675,2830,7844,137933,25956,41396,30189,-15,-27.07343202,-13.6936621
9,11,8,11,24,45,14,2,12,8,7,16,1,3156,255,761,104281,291,454,147894,2769,3156,3194,2,1.205389749,3.486027501
52,41,57,19,21,43,95,16,115,7,7,16,16,15812,726,761,248436,3155,3467,215459,11761,15812,15255,-5,-3.527482314,-9.67768322
57,74,125,25,31,43,225,54,84,8,7,16,16,36594,1222,761,390043,21647,12061,358902,24045,36594,40077,12,9.519686784,33.20409681
5,4,4,14,23,38,9,5,5,8,7,16,1,3463,126,761,105669,280,655,103884,2161,3463,2571,-28,-25.76779561,-21.97497383
6,10,16,5,21,54,8,2,40,7,7,16,1,6813,180,761,112473,1139,1368,79197,6073,6813,7068,2,3.743163961,84.74780524
107,111,231,12,23,60,270,57,366,8,7,16,29,49442,1155,761,292451,16757,12326,289523,34771,49442,51148,5,3.451289211,11.40746594
35,39,75,6,22,73,60,17,135,7,7,16,18,19302,473,761,266804,2372,3914,200822,11939,19302,13840,-17,-28.30052361,-12.28290943
26,27,54,8,21,58,57,10,94,7,7,16,21,23640,687,761,194994,2674,4651,178776,24281,23640,26700,17,12.94206125,26.76313252
527,586,2526,8,19,78,1188,351,2407,7,7,16,307,220587,2865,761,321173,29707,51273,292988,146457,220587,195971,-16,-11.15915953,-6.98509942
58,99,285,6,19,76,175,33,280,7,7,16,58,53006,1245,761,183257,5385,12673,145515,46336,53006,54219,7,2.287167306,35.07312471
9,11,14,8,23,47,22,5,34,8,7,16,4,1538,149,761,94187,194,286,99377,1405,1538,1622,6,5.517318308,30.96892775
344,407,1296,13,26,58,1031,206,1078,8,7,16,138,433981,6618,761,443407,187655,118031,383560,282166,433981,437849,4,0.891339273,10.83674234
249,347,969,19,27,59,911,122,886,8,7,16,135,190246,3920,761,410002,35607,47071,368580,118690,190246,193705,1,1.818028558,20.82601942
12,8,28,15,25,77,22,7,29,7,7,16,7,9763,81,761,327283,3472,2613,220480,7313,9763,9766,0,0.028513381,5.148426785
327,414,1342,20,29,54,1265,219,907,8,7,16,117,454074,7755,761,491802,170954,127681,445369,272384,454074,433153,-6,-4.607306348,7.259665588
622,662,2332,9,22,67,1533,383,2216,7,7,16,320,456714,4977,761,289093,74758,100183,272293,316783,456714,424211,-8,-7.11663873,12.72478889
320,103,761,8,16,91,517,40,1676,8,7,16,107,26692,1525,761,155486,849,6136,152283,1686,26692,4474,-95,-83.23977568,-76.62405394
158,162,400,18,30,53,487,77,325,8,7,16,36,77979,1302,761,402226,31737,22980,357519,43070,77979,86687,24,11.16719097,33.11053033
67,86,219,8,22,62,129,29,309,6,7,16,41,45983,1127,761,218171,7948,9159,183202,35442,45983,42276,-4,-8.061597949,11.64894919
167,144,501,4,19,101,252,51,703,7,7,16,96,82647,844,761,205572,7477,19144,177853,49174,82647,69489,-11,-15.92128453,-28.29133042
117,87,302,9,19,63,213,46,361,8,7,16,47,58464,1045,761,273142,18568,12923,267730,43917,58464,57598,-6,-1.481247395,5.806864275
342,348,1282,7,20,102,725,115,1458,7,7,16,198,170081,2019,761,261648,23730,42050,215764,70760,170081,132928,-14,-21.84424497,-21.59724638
70,59,167,10,17,65,137,25,236,6,7,16,40,42380,806,761,273328,9144,7721,253631,27414,42380,36862,-17,-13.02214348,-5.782291926
38,73,131,17,27,46,144,25,122,7,7,16,16,40860,1417,761,322939,3336,9127,250999,35834,40860,41275,-1,1.016352078,18.40735286
2,3,1,11,24,48,2,1,2,9,7,16,0,2855,66,761,,251,510,,2671,2855,2863,0,0.282086164,29.86926866
20,33,34,17,25,37,43,13,55,8,7,16,5,8789,635,761,187341,1023,1675,143253,7310,8789,8890,0,1.145824865,21.55925667
75,115,281,13,28,67,221,29,227,10,7,16,37,92520,1531,761,325855,13300,22479,289612,36839,92520,72339,-29,-21.8126971,-16.85664324
123,135,279,8,20,66,284,35,465,7,7,16,60,79444,1891,761,214564,15690,16311,173558,60087,79444,74694,-7,-5.979495672,4.998692107
128,146,314,20,30,52,444,101,266,8,7,16,40,68988,1853,761,359674,24673,20200,320987,40549,68988,60420,-15,-12.42022467,0.669450079
25,38,54,15,25,51,98,10,58,8,7,16,10,33413,376,761,278796,7039,9600,302168,19729,33413,31557,-3,-5.555568878,3.674506487
12,24,34,19,24,40,58,9,37,9,7,16,3,9968,467,761,237458,2318,2305,196709,10533,9968,12744,26,27.85812529,21.69347411
7,12,15,15,23,38,16,3,10,10,7,16,2,2318,75,761,101462,134,322,80778,2092,2318,2390,4,3.101686111,8.456829356
110,128,202,31,32,43,439,78,205,8,7,16,20,63227,2284,761,434211,38360,21200,417776,34337,63227,59680,-9,-5.60962713,-0.849632969
13,25,29,12,22,53,36,6,62,7,7,16,9,15505,531,761,265165,1600,3187,225424,14496,15505,16108,5,3.888734168,17.5248826
160,176,545,10,24,79,414,84,572,7,7,16,86,127283,1469,761,268116,36452,31335,262401,99160,127283,130817,0,2.77649402,33.50859874
42,51,138,10,27,59,135,22,122,7,7,16,16,18875,419,761,227621,4067,4422,208978,8777,18875,12376,-27,-34.43034529,-17.78487526
11,17,30,24,32,47,68,15,24,6,7,16,3,14988,408,761,263775,5160,4905,242689,9495,14988,14994,0,0.042445777,1.507773749
49,114,270,15,24,63,217,33,214,7,3,14,24,65746,1101,747,460953,25267,18640,334447,49177,65746,66896,0,1.7489174,24.19437651
4,7,14,30,21,40,12,4,19,6,3,14,3,1024,106,747,829337,275,291,827698,765,1024,915,-10,-10.61980621,-3.322497217
77,151,432,11,19,67,279,39,393,6,3,14,60,97261,1516,747,315650,8409,25123,286119,53940,97261,69482,-40,-28.56128973,-32.16032312
4,7,11,11,16,50,9,2,22,5,3,14,2,2741,76,747,194814,901,550,155927,2941,2741,3601,31,31.35899939,37.88264224
2,3,2,12,25,35,6,2,3,8,3,14,0,955,13,747,67605,67,202,100449,887,955,955,0,0,0.591927126
2,3,2,15,21,37,6,1,3,6,3,14,0,1670,40,747,111544,445,283,161282,1318,1670,1681,1,0.669775811,-4.376882727
49,79,240,7,13,72,109,22,307,4,3,14,53,45863,676,747,257452,6240,11570,187859,37956,45863,43147,1,-5.921633844,8.432337364
6,15,59,4,20,87,18,6,43,5,3,14,7,8381,59,747,216964,1945,2463,195214,14287,8381,16647,128,98.61951185,305.8049928
7,19,25,8,15,51,15,3,38,5,3,14,5,1360,54,747,176975,78,198,142608,1710,1360,1783,17,31.11874001,35.83173435
2,2,0,7,19,51,2,2,3,6,3,14,0,622,26,747,,82,156,,557,622,622,0,0,-14.49704886
2,8,9,9,22,67,4,1,22,5,3,14,1,1263,91,747,159907,91,193,98366,1185,1263,1263,0,-0.02341004,-1.239370826
4,2,1,24,17,37,9,2,4,6,3,14,0,464,126,747,165331,181,120,179642,373,464,464,0,0,22.82202509
2,4,0,33,19,28,12,1,4,7,3,14,0,3522,137,747,42665,2327,735,45701,2395,3522,3522,0,0,-11.05258669
1,1,0,15,20,35,2,1,3,5,3,14,0,3114,77,747,,55,563,146922,425,3114,459,-78,-85.24657137,-83.77139722
1,1,2,11,18,44,3,1,10,6,3,14,0,1053,35,747,,40,175,,1056,1053,1101,10,4.641671103,-19.11248045
9,13,11,13,19,43,13,6,34,7,3,14,1,1357,131,747,464604,598,350,394143,2261,1357,2612,76,92.57225494,107.6424583
107,205,501,18,17,58,356,33,653,5,3,14,62,85517,4334,747,364454,24695,22310,270305,26244,85517,55276,-35,-35.36203929,-28.96540371
1,1,0,10,20,45,1,1,0,6,3,14,0,414,1,747,,82,84,,1920,414,2064,599,398.9534782,462.6428115
23,53,178,3,16,110,75,12,174,3,3,14,32,52932,566,747,141514,3913,15905,99724,50028,52932,54681,-1,3.304392545,9.553668945
14,18,44,3,13,75,16,7,120,3,3,14,8,7969,181,747,215200,2672,2003,121526,6706,7969,8058,12,1.115374471,-1.646675319
1,4,3,6,19,90,4,1,10,5,3,14,1,6389,104,747,,294,1673,,5688,6389,5986,-3,-6.312837623,14.10596004
53,182,408,13,20,60,283,40,385,6,3,14,61,184059,4444,747,395818,24928,45195,340881,134251,184059,168374,-23,-8.52208667,-3.20022742
6,17,16,13,21,42,25,5,38,7,3,14,6,14902,286,747,314313,1871,2571,334634,14819,14902,16168,10,8.494211771,9.821920287
8,28,44,10,15,64,30,7,78,5,3,14,5,11041,184,747,269392,2841,3298,163086,6751,11041,8633,-24,-21.8104521,-1.394389959
2,1,0,10,17,67,4,0,2,5,3,14,0,0,87,747,,0,0,,0,0,0,0,0,0
7,11,14,5,17,60,9,3,59,5,3,14,1,2882,92,747,91512,19,748,70674,406,2882,422,-84,-85.35772001,-92.99276655
6,6,13,7,15,48,10,3,47,4,3,14,5,1845,75,747,133451,84,295,143784,1767,1845,1839,0,-0.353555649,82.26520663
1,2,1,0,18,59,0,1,7,6,3,14,0,843,0,747,0,5,168,,93,843,99,-87,-88.22399875,-87.73624351
3,7,2,27,19,33,11,1,10,7,3,14,0,2482,89,747,173016,391,387,206881,2219,2482,2460,-1,-0.911267877,12.78547685
1,2,0,10,22,47,1,1,3,7,3,14,0,382,14,747,,27,66,,358,382,382,0,-0.010575704,-0.425422042
53,155,384,7,18,71,208,41,394,5,3,14,65,129669,1906,747,346197,12818,30496,288095,110523,129669,121653,-6,-6.181305674,-6.298514553
2,1,0,9,20,42,1,1,1,7,3,14,0,1398,21,747,,78,314,,1346,1398,1398,0,0,19.34667882
5,6,6,7,25,44,10,4,5,6,3,14,1,2155,40,747,67886,88,553,72560,865,2155,921,-53,-57.25781299,-46.33155232
2,6,8,15,18,46,6,1,11,5,3,14,0,5113,118,747,111211,809,1305,91546,1088,5113,1456,-73,-71.52538685,-70.29025627
14,25,35,8,14,61,22,5,74,4,3,14,7,7611,355,747,292256,545,1548,222186,6739,7611,7347,5,-3.461050859,-1.133807036
31,94,244,9,17,65,106,22,251,5,3,14,45,67259,1021,747,353515,5743,15595,270037,52005,67259,56628,-13,-15.80627785,-8.946866646
4,8,12,20,21,39,12,4,16,6,3,14,2,6181,246,747,393919,2353,1259,455675,5151,6181,6182,0,0.006441304,3.133699875
2,5,2,9,22,43,8,2,8,6,3,14,0,1253,31,747,58343,83,298,68036,1159,1253,1247,-1,-0.552158126,40.82538545
4,4,14,11,23,46,10,3,13,6,3,14,3,4585,97,747,379574,406,1135,388044,4197,4585,4438,-6,-3.216648801,8.617261288
16,52,99,14,20,51,61,11,99,6,3,14,17,46309,689,747,462159,6093,11823,404874,41429,46309,46154,-1,-0.335016493,8.317295783
1,0,0,0,19,50,1,0,6,6,3,14,0,682,0,747,,3,97,,89,682,91,-84,-86.63522744,-82.41127586
2,8,6,14,21,59,13,3,14,6,3,14,2,3229,34,747,208356,486,914,187948,2953,3229,3230,0,0.053820219,26.76149202
4,14,13,15,21,43,13,4,28,7,3,14,1,4395,262,747,601241,420,1242,443521,2354,4395,4196,-6,-4.514911433,-3.694078178
7,15,20,17,16,47,21,7,34,5,3,14,6,8138,190,747,431395,2560,2221,313409,6760,8138,8466,4,4.029075058,22.40566266
5,7,13,12,24,49,23,5,17,8,3,14,4,3336,131,747,200762,1335,1147,163072,2440,3336,3374,1,1.153884136,-16.72185337
4,13,12,22,25,35,18,6,22,7,3,14,1,5765,266,747,349659,2716,1375,406974,4273,5765,5578,-3,-3.251944464,-8.772329435
4,2,6,8,18,60,3,2,25,6,3,14,1,324,20,747,,7,44,,266,324,273,-19,-15.60855352,6.766880464
4,6,8,9,17,63,4,1,10,5,3,14,0,9484,353,747,73952,435,1734,90291,8282,9484,8729,-3,-7.956880594,15.89882892
2,4,2,9,21,49,3,2,4,8,3,14,1,1460,42,747,,17,361,,205,1460,209,-90,-85.66332079,-81.56486312
4,7,23,2,14,77,4,1,66,4,3,14,11,1759,57,747,60878,113,317,59050,1472,1759,1568,-18,-10.80719117,9.312869537
4,10,11,23,20,41,14,4,6,6,3,14,1,3793,81,747,301018,1090,1021,303315,2408,3793,2997,-20,-20.97567382,-15.80642468
16,67,111,25,23,41,118,14,122,7,3,14,14,67049,1780,747,487752,23375,16629,486332,47007,67049,58656,-17,-12.51764609,0.244953188
1,7,4,9,17,61,6,2,8,5,3,14,0,574,28,747,63687,40,119,37616,545,574,572,0,-0.307081588,0.21387112
6,6,6,25,20,40,12,4,14,6,3,14,3,696,35,747,217451,214,200,191150,1341,696,1460,386,109.7697129,130.9600792
9,13,24,4,12,71,12,3,57,3,3,14,6,6058,145,747,109542,373,1201,97439,4958,6058,5254,-15,-13.26750544,4.969200904
2,4,1,23,21,34,9,1,5,5,3,14,0,5963,114,747,128905,145,1382,75011,1142,5963,1235,-76,-79.28235563,-81.42225876
0,2,4,14,18,43,1,1,9,5,3,14,0,694,33,747,,84,127,,642,694,694,0,0,112.3032386
6,1,14,5,15,63,4,2,29,4,3,14,2,693,31,747,82953,27,128,43565,698,693,719,4,3.65601553,45.62990286
1,0,1,8,21,40,1,1,4,7,3,14,0,449,11,747,,52,79,,406,449,442,0,-1.549454527,8.669145601
9,14,42,5,13,70,12,3,102,4,3,14,5,8108,271,747,175519,862,1624,91235,4557,8108,5175,-24,-36.17525312,6.914400161
4,12,14,10,18,66,13,5,22,5,3,14,4,5986,110,747,254320,166,1340,209119,2853,5986,3004,-52,-49.81735276,-61.7405325
1,2,1,7,22,48,1,1,1,7,3,14,0,2485,68,747,,208,635,,2348,2485,2485,0,0,-14.47038865
29,72,131,11,24,69,114,12,143,6,3,14,26,38751,669,747,305827,10985,10832,278715,30835,38751,37099,1,-4.26348626,2.487227946
5,4,4,11,23,49,11,4,16,6,3,14,0,2301,39,747,97273,286,603,90081,2139,2301,2301,0,0,-0.344844544
197,226,525,10,18,86,450,159,900,7,6,13,181,262579,3656,569,287741,16453,68883,262906,240479,262579,268768,3,2.3568986,25.13135811
200,308,519,17,23,69,669,214,802,8,6,13,124,281196,4947,569,329061,14662,62099,305918,220093,281196,259189,-6,-7.826214473,-4.767793675
39,68,68,8,20,71,83,21,210,8,6,13,22,30056,1122,569,227174,1457,7113,194482,32475,30056,34657,18,15.30690594,63.82558103
34,49,96,7,23,83,82,18,184,7,6,13,27,55378,1147,569,193046,2190,12060,185502,47055,55378,52122,-9,-5.87890327,4.816695674
191,277,548,18,25,62,658,181,755,9,6,13,89,252394,4770,569,313939,18411,56138,308368,217023,252394,247957,-2,-1.75790921,13.26344719
50,126,151,13,24,66,183,44,284,8,6,13,30,78554,2160,569,282744,7320,16503,251504,81920,78554,99028,22,26.06339844,62.48466821
21,51,56,6,23,82,69,18,93,6,6,13,17,50030,823,569,135208,2599,8359,121688,47484,50030,53337,25,6.610517034,-5.86996982
18,52,58,18,28,61,92,25,82,9,6,13,14,22160,1369,569,296679,1444,5091,264448,16910,22160,18808,-16,-15.12510373,-25.02121624
17,65,82,21,32,56,152,17,84,11,0,12,13,31140,1619,652,381179,1411,7650,346384,18142,31140,25573,-19,-17.87511176,-7.706043051
77,176,370,15,27,66,402,43,350,8,0,12,83,164990,4085,652,313564,8470,38367,298154,83717,164990,122164,-26,-25.95707032,-26.8834348
48,90,142,18,29,54,169,16,256,11,0,12,30,34073,2104,652,288750,2097,6634,244135,22145,34073,27649,-13,-18.85370901,-5.434669813
181,160,732,28,21,73,425,23,678,8,6,12,65,16971,1873,1044,299747,507,3930,272634,4633,16971,12688,-32,-25.23422204,-17.96577968
42,136,170,18,26,47,209,27,183,8,6,15,29,49066,1911,632,322464,3324,9498,247721,25249,49066,37664,-31,-23.23700969,-10.51670772
6,18,13,24,31,51,24,4,11,12,6,15,3,9154,131,632,371814,172,2141,215241,7277,9154,8982,0,-1.872694882,1.124205209
31,108,125,23,26,48,178,24,167,11,6,15,13,61403,1132,632,325246,2636,14327,219305,48027,61403,56308,-6,-8.297337939,9.829449831
6,21,16,25,33,41,31,5,10,11,6,15,0,1627,347,632,378846,53,335,272877,1123,1627,1580,-1,-2.925405724,-1.974995636
70,246,341,16,25,50,476,52,429,11,6,15,44,215761,3326,632,277291,17311,44239,232502,183609,215761,218702,1,1.362910619,14.44201855
366,678,1198,17,22,54,1043,171,1329,9,6,15,176,196467,3942,632,441940,46635,45746,381002,113167,196467,158492,-21,-19.32904251,-10.18358187
1,3,8,22,30,36,11,3,9,12,6,15,0,3756,237,632,331407,162,766,300141,2183,3756,2636,-37,-29.82513049,-32.20893378
23,54,73,15,25,45,112,20,103,12,6,15,16,68289,1563,632,337713,3584,10436,229442,60271,68289,66893,3,-2.044232153,17.94714464
18,69,51,19,29,40,126,15,91,12,6,15,7,41744,1739,632,276040,1949,6795,214127,41222,41744,43886,4,5.13255399,19.20726917
28,74,114,14,28,59,129,25,97,11,6,15,14,44093,1172,632,282636,3028,11043,234257,39476,44093,46476,0,5.406179048,24.96809331
59,105,162,15,21,62,211,35,358,9,6,15,32,90021,2027,632,299262,18804,16074,229626,77343,90021,90597,-2,0.639655268,16.34581199
5,53,38,26,29,43,82,8,33,10,6,15,7,11177,912,632,279096,616,2786,241018,8736,11177,11078,1,-0.892290942,-5.576934585
5,18,12,26,30,34,29,6,9,10,6,15,1,3913,280,632,392308,1077,917,346373,2324,3913,3455,-2,-11.71370535,1.941933657
4,7,5,28,31,36,20,2,1,11,6,15,0,999,146,632,187576,24,133,181285,1470,999,1484,40,48.50896673,17.18192672
199,397,708,24,27,50,922,100,612,10,6,15,83,215253,5101,632,338601,15832,52362,291857,131350,215253,213634,-1,-0.752014324,25.71336247
46,156,176,25,29,46,297,31,173,11,6,15,22,118775,2936,632,347489,5665,25159,270729,76845,118775,108622,-7,-8.548102995,-7.462522984
14,26,33,17,26,50,54,10,67,11,6,15,6,33565,861,632,398576,3260,6984,283264,26635,33565,33041,-3,-1.559677749,24.22749895
5,10,7,19,27,38,18,4,23,10,6,15,1,374,86,632,149505,13,49,135558,266,374,287,-42,-23.10380261,-25.17212319
7,32,18,35,34,37,58,10,14,12,6,15,0,4814,1451,632,315303,563,1513,247475,779,4814,3971,-12,-17.50669043,-3.759428674
4,8,3,23,31,39,14,2,3,10,6,15,0,99,205,632,112869,4,17,83216,74,99,75,-25,-24.22207068,46.22555804
1,4,3,11,32,40,7,1,2,12,6,15,0,2936,13,632,51687,1167,614,42555,4747,2936,7332,82,149.7135131,330.0115819
3,9,11,18,26,41,18,3,6,10,6,15,0,2541,271,632,160579,99,457,115238,2736,2541,2972,18,16.98676916,11.17760887
5,15,8,29,32,33,19,2,6,11,6,15,0,3269,170,632,133749,165,730,94774,2383,3269,3266,0,-0.074439978,4.806477298
11,18,8,29,35,36,28,6,10,12,6,15,1,8722,266,632,348637,4489,2256,263864,6685,8722,9788,14,12.22155127,8.746321716
10,30,16,34,32,39,32,7,17,9,6,15,2,9513,380,632,600549,3423,2561,405517,4031,9513,9641,4,1.348092814,4.700813158
27,52,71,22,25,43,106,19,92,11,6,15,14,56351,1345,632,503443,6276,10953,366069,55851,56351,62289,8,10.53807229,35.67824895
18,42,45,21,26,35,85,12,48,13,6,15,10,36950,1114,632,366282,5967,7096,316267,26826,36950,32757,-8,-11.34783499,-10.5767729
279,510,735,25,26,52,1072,131,763,8,6,15,107,309584,6038,632,413317,62316,74670,346121,228698,309584,300321,-6,-2.991913488,6.126441189
4,13,3,31,30,35,22,3,8,12,6,15,0,3714,383,632,163843,69,899,125235,2979,3714,3133,-16,-15.63269393,-11.77574887
24,55,76,16,21,50,101,15,101,10,6,15,13,63560,1837,632,339115,3817,11429,231429,42602,63560,51309,-7,-19.27459035,-6.853855728
11,32,29,20,31,37,50,10,27,12,6,15,0,3390,830,632,293368,79,673,218294,2157,3390,2725,-25,-19.59615712,5.923469812
2,18,8,22,30,42,18,2,4,11,6,15,1,2400,405,632,165839,59,463,125899,1415,2400,2400,0,0,-15.74296642
1,5,2,14,32,40,10,1,2,10,6,15,0,697,66,632,94055,13,157,112918,551,697,564,-10,-19.11604625,94.99037645
50,154,138,18,24,50,249,34,205,12,6,15,21,90087,2486,632,315382,7904,18479,258377,67151,90087,81690,-12,-9.320217646,17.13627563
119,209,303,19,25,51,471,76,531,11,6,15,49,173208,4422,632,370821,28591,35012,271508,129384,173208,158943,-8,-8.235839681,7.472971676
41,117,220,17,27,46,215,29,206,8,6,15,24,85474,2037,632,346363,4249,19540,278426,55690,85474,79834,-1,-6.599243083,1.529142457
10,28,18,25,29,36,56,7,24,11,6,15,3,3954,691,632,301990,308,727,223484,3003,3954,3258,-20,-17.60500772,-17.42929054
1,8,1,18,34,40,7,1,1,10,6,15,0,2171,154,632,194575,90,617,101996,1992,2171,2163,0,-0.357082248,11.57339943
3,14,6,29,32,34,25,3,9,12,6,15,4,4279,372,632,197963,126,985,153719,2585,4279,4053,-5,-5.289665438,9.487025227
60,120,159,19,24,51,239,41,214,9,6,15,23,74392,1306,632,407191,7385,12245,261213,61209,74392,70205,-7,-5.62828374,11.01460705
53,178,153,24,26,40,339,38,167,12,6,15,21,83159,3395,632,338204,8731,16735,278184,73494,83159,90424,10,8.736442373,21.96535655
30,62,96,12,20,53,98,19,160,9,6,15,29,47216,977,632,261797,3116,7534,175271,40693,47216,44382,-5,-6.002185847,12.08601703
576,750,1430,30,22,44,1554,268,1691,9,6,15,197,162697,3063,632,677661,76249,39931,661416,103703,162697,133181,-16,-18.14156401,-3.82930881
26,52,71,14,20,58,59,10,186,9,6,15,16,24640,697,632,229274,3360,3830,139874,19088,24640,20457,-11,-16.97439339,-4.190825542
10,38,47,15,26,56,62,9,54,10,6,15,13,18146,747,632,222460,595,3562,145566,15724,18146,17763,1,-2.111633905,-0.717151227
28,81,142,13,24,55,126,20,181,10,6,15,22,63479,1099,632,285593,4134,14678,202098,51237,63479,62773,-5,-1.112002549,22.95453628
12,32,19,27,30,36,40,7,25,11,6,15,2,17474,479,632,378862,5435,4164,293535,14239,17474,19130,9,9.478618851,33.8852319
230,505,854,20,24,51,889,123,931,10,6,15,87,224405,3680,632,411239,53396,53886,340734,144877,224405,213587,-7,-4.820596504,12.59486517
58,104,160,27,26,45,223,32,192,9,6,15,9,53070,1236,632,583731,28465,14409,507917,40944,53070,57552,9,8.444547696,30.06528662
255,433,796,14,20,57,732,130,1130,10,6,15,150,270362,4625,632,419008,32267,58135,324290,178887,270362,226701,-16,-16.14929126,-4.683719484
71,175,164,20,24,46,355,48,222,10,6,15,29,103438,2598,632,357253,10504,21799,299127,99023,103438,109782,3,6.133569385,13.31044322
186,411,562,19,26,48,814,115,813,9,6,15,109,160837,3897,632,300292,8873,28886,233382,108024,160837,131275,-17,-18.37967609,-20.57467313
113,294,231,24,30,44,543,71,268,11,6,15,39,190205,4665,632,368641,31701,43588,317874,158411,190205,197904,-1,4.04773935,20.11434211
12,53,30,37,30,32,98,8,31,13,6,15,4,18371,1514,632,335022,1481,4471,277868,12680,18371,17894,-2,-2.597741014,5.796280832
31,69,111,10,22,72,109,17,189,9,6,15,24,47980,1464,632,223841,2244,10043,159478,42934,47980,48249,1,0.562069558,14.60182312
38,94,124,22,26,46,183,25,154,9,6,15,17,98693,1492,632,481439,14985,20539,340592,77167,98693,102411,-4,3.76711069,20.3386314
15,58,75,13,23,59,100,16,67,9,6,15,15,62112,1040,632,289622,2861,15623,211412,54951,62112,62096,-1,-0.026305488,11.86197285
75,126,197,15,20,56,243,42,351,10,6,15,50,105119,2378,632,265408,5200,15635,179810,93955,105119,100808,-5,-4.100374268,7.371771681
71,173,282,12,24,57,301,46,311,9,6,15,52,137195,1625,632,335406,16796,33704,272821,91477,137195,116001,-16,-15.44779527,0.567594551
15,36,24,12,27,55,63,12,41,9,6,15,3,9896,881,632,270763,349,801,205642,10815,9896,11722,9,18.45490893,61.58293951
7,32,15,27,32,37,53,5,20,11,6,15,3,7180,869,632,280022,768,1582,232482,5646,7180,7073,-1,-1.480887909,9.656136234
2,27,8,26,31,39,30,4,11,10,6,15,2,5340,183,632,254194,98,1093,210244,5700,5340,6514,37,21.99129034,20.35875148
0,8,2,23,34,41,13,1,2,12,6,15,0,3808,100,632,173382,200,440,144463,2448,3808,3599,-5,-5.488615226,-0.688984281
74,251,274,22,24,42,454,56,374,10,6,15,55,150118,4668,632,330723,19564,28107,270114,145618,150118,171051,13,13.94410926,41.8020857
3,10,11,17,30,49,27,4,16,9,6,15,3,365,298,632,234526,2,58,169972,377,365,388,5,6.141606238,-15.9073892
9,40,33,13,25,48,40,10,79,10,6,15,4,10393,736,632,289226,264,2362,189926,6239,10393,6982,-21,-32.81555066,-23.53764534
2,15,13,23,29,36,27,5,12,11,6,15,0,11529,310,632,299766,383,1994,263949,7849,11529,10290,-14,-10.74558736,14.01703446
2,12,14,25,31,40,25,5,14,11,0,17,3,3655,325,750,281560,299,837,238425,3068,3655,3671,0,0.432068122,15.96587559
4,6,4,29,29,32,14,3,5,11,0,17,0,1925,157,750,195401,376,554,208427,1067,1925,1920,0,-0.284307313,12.2858159
3,10,9,23,29,35,18,5,3,11,0,17,1,788,115,750,181654,115,199,187414,936,788,1370,41,73.73127387,100.6006119
1,1,0,40,33,34,3,1,0,13,0,17,0,2652,202,750,,91,593,138210,1321,2652,2617,-2,-1.31223079,-29.79853119
10,35,30,25,32,38,57,10,29,11,0,17,4,8230,637,750,333059,103,1865,279483,3477,8230,7587,-5,-7.812281011,8.644357715
1,9,15,20,28,44,17,1,13,10,0,17,3,1826,252,750,325254,246,469,257773,485,1826,674,-70,-63.07764197,-60.31823338
12,42,33,21,29,54,58,11,27,10,0,17,3,10201,477,750,338368,713,2819,243032,7387,10201,8995,-18,-11.82048081,-10.85264398
